LoanYear,LoanMonth,DistrictID,Duration,StatusID,LoanCount,MaxAmount,MinAmount,TotalAmount,AverageAmount
1997,8,1,60,C,1,390660.0,390660.0,390660.0,390660.0
1997,8,27,60,C,1,300600.0,300600.0,300600.0,300600.0
1997,8,29,60,C,1,97980.0,97980.0,97980.0,97980.0
1997,8,32,48,C,1,57120.0,57120.0,57120.0,57120.0
1997,8,33,48,C,1,289920.0,289920.0,289920.0,289920.0
1997,8,50,24,C,1,48312.0,48312.0,48312.0,48312.0
1997,8,50,24,D,1,100800.0,100800.0,100800.0,100800.0
1997,8,51,24,C,1,78600.0,78600.0,78600.0,78600.0
1997,8,54,36,C,2,83628.0,83628.0,167256.0,83628.0
1997,8,54,60,C,1,116040.0,116040.0,116040.0,116040.0
1997,8,59,48,C,1,153504.0,153504.0,153504.0,153504.0
1997,8,59,60,C,1,99300.0,99300.0,99300.0,99300.0
1997,8,6,12,B,1,57360.0,57360.0,57360.0,57360.0
1997,8,61,12,B,1,51360.0,51360.0,51360.0,51360.0
1997,8,62,60,C,1,405780.0,405780.0,405780.0,405780.0
1997,8,70,12,A,2,97392.0,92400.0,189792.0,94896.0
1997,8,74,12,A,2,102876.0,68124.0,171000.0,85500.0
1997,8,76,48,C,1,202848.0,202848.0,202848.0,202848.0
1997,9,1,48,C,1,271584.0,271584.0,271584.0,271584.0
1997,9,26,24,C,1,66432.0,66432.0,66432.0,66432.0
1997,9,35,48,C,1,127200.0,127200.0,127200.0,127200.0
1997,9,36,36,C,2,162576.0,128268.0,290844.0,145422.0
1997,9,47,36,C,1,158184.0,158184.0,158184.0,158184.0
1997,9,5,36,C,1,177804.0,177804.0,177804.0,177804.0
1997,9,53,12,A,2,23520.0,14028.0,37548.0,18774.0
1997,9,53,48,C,1,389136.0,389136.0,389136.0,389136.0
1997,9,54,60,C,1,204780.0,204780.0,204780.0,204780.0
1997,9,54,60,D,1,473280.0,473280.0,473280.0,473280.0
1997,9,59,24,C,1,8616.0,8616.0,8616.0,8616.0
1997,9,6,48,D,1,360864.0,360864.0,360864.0,360864.0
1997,9,74,12,B,1,94512.0,94512.0,94512.0,94512.0
1997,9,74,24,C,1,128544.0,128544.0,128544.0,128544.0
1997,9,74,36,C,1,214596.0,214596.0,214596.0,214596.0
1997,9,76,48,C,1,311232.0,311232.0,311232.0,311232.0
1997,10,1,12,A,2,89280.0,44940.0,134220.0,67110.0
1997,10,1,24,C,2,197808.0,44952.0,242760.0,121380.0
1997,10,23,48,C,1,79344.0,79344.0,79344.0,79344.0
1997,10,27,36,C,2,153144.0,107352.0,260496.0,130248.0
1997,10,29,36,C,1,26208.0,26208.0,26208.0,26208.0
1997,10,32,24,C,1,48096.0,48096.0,48096.0,48096.0
1997,10,54,60,C,1,590820.0,590820.0,590820.0,590820.0
1997,10,57,48,C,1,349392.0,349392.0,349392.0,349392.0
1997,10,58,24,C,1,68664.0,68664.0,68664.0,68664.0
1997,10,68,60,C,1,230400.0,230400.0,230400.0,230400.0
1997,10,72,36,C,1,78696.0,78696.0,78696.0,78696.0
1997,10,73,60,D,1,260400.0,260400.0,260400.0,260400.0
1997,11,1,60,C,1,203940.0,203940.0,203940.0,203940.0
1997,11,11,24,C,1,59448.0,59448.0,59448.0,59448.0
1997,11,27,12,A,1,12540.0,12540.0,12540.0,12540.0
1997,11,3,60,D,1,460980.0,460980.0,460980.0,460980.0
1997,11,4,24,D,1,129312.0,129312.0,129312.0,129312.0
1997,11,46,48,C,1,219456.0,219456.0,219456.0,219456.0
1997,11,48,36,C,1,238716.0,238716.0,238716.0,238716.0
1997,11,50,60,D,1,385560.0,385560.0,385560.0,385560.0
1997,11,55,36,D,1,63972.0,63972.0,63972.0,63972.0
1997,11,69,24,C,1,194256.0,194256.0,194256.0,194256.0
1997,11,70,60,D,1,541200.0,541200.0,541200.0,541200.0
1997,11,73,36,C,1,168264.0,168264.0,168264.0,168264.0
1997,11,9,12,A,1,53472.0,53472.0,53472.0,53472.0
1997,12,13,12,A,1,79824.0,79824.0,79824.0,79824.0
1997,12,16,48,C,1,130464.0,130464.0,130464.0,130464.0
1997,12,19,48,C,1,177504.0,177504.0,177504.0,177504.0
1997,12,2,36,C,1,77544.0,77544.0,77544.0,77544.0
1997,12,3,12,A,1,19248.0,19248.0,19248.0,19248.0
1997,12,33,24,C,1,155760.0,155760.0,155760.0,155760.0
1997,12,34,48,C,1,247920.0,247920.0,247920.0,247920.0
1997,12,36,36,C,1,106128.0,106128.0,106128.0,106128.0
1997,12,36,60,C,1,24180.0,24180.0,24180.0,24180.0
1997,12,44,36,D,1,265320.0,265320.0,265320.0,265320.0
1997,12,46,60,C,1,468060.0,468060.0,468060.0,468060.0
1997,12,52,60,C,1,293160.0,293160.0,293160.0,293160.0
1997,12,60,36,C,1,49320.0,49320.0,49320.0,49320.0
1997,12,61,24,C,1,116496.0,116496.0,116496.0,116496.0
1997,12,63,24,C,1,24792.0,24792.0,24792.0,24792.0
1997,12,68,12,A,2,30276.0,30276.0,60552.0,30276.0
1997,12,69,60,C,1,348120.0,348120.0,348120.0,348120.0
1997,12,70,12,A,1,42840.0,42840.0,42840.0,42840.0
1997,12,72,48,D,1,465504.0,465504.0,465504.0,465504.0
1997,12,74,24,C,1,100128.0,100128.0,100128.0,100128.0
1997,12,75,12,A,1,45768.0,45768.0,45768.0,45768.0
1997,12,77,24,C,1,87528.0,87528.0,87528.0,87528.0
1998,1,1,12,C,1,63576.0,63576.0,63576.0,63576.0
1998,1,1,24,C,1,66696.0,66696.0,66696.0,66696.0
1998,1,1,36,C,1,37944.0,37944.0,37944.0,37944.0
1998,1,1,48,C,1,218064.0,218064.0,218064.0,218064.0
1998,1,1,60,C,1,566640.0,566640.0,566640.0,566640.0
1998,1,17,60,C,1,152160.0,152160.0,152160.0,152160.0
1998,1,19,24,C,1,125472.0,125472.0,125472.0,125472.0
1998,1,19,48,D,1,407952.0,407952.0,407952.0,407952.0
1998,1,22,24,C,1,136368.0,136368.0,136368.0,136368.0
1998,1,3,60,C,1,504000.0,504000.0,504000.0,504000.0
1998,1,34,12,C,1,22104.0,22104.0,22104.0,22104.0
1998,1,36,12,C,1,31260.0,31260.0,31260.0,31260.0
1998,1,40,12,C,1,42384.0,42384.0,42384.0,42384.0
1998,1,41,36,C,1,123300.0,123300.0,123300.0,123300.0
1998,1,47,24,C,1,35856.0,35856.0,35856.0,35856.0
1998,1,53,36,C,1,176328.0,176328.0,176328.0,176328.0
1998,1,55,36,C,1,143676.0,143676.0,143676.0,143676.0
1998,1,56,60,C,1,61320.0,61320.0,61320.0,61320.0
1998,1,6,24,C,1,64224.0,64224.0,64224.0,64224.0
1998,1,68,12,C,1,57060.0,57060.0,57060.0,57060.0
1998,1,68,48,C,1,170448.0,170448.0,170448.0,170448.0
1998,1,70,48,C,1,267600.0,267600.0,267600.0,267600.0
1998,1,72,12,C,1,23412.0,23412.0,23412.0,23412.0
1998,2,1,48,C,1,428784.0,428784.0,428784.0,428784.0
1998,2,10,24,C,1,160656.0,160656.0,160656.0,160656.0
1998,2,12,24,C,1,133800.0,133800.0,133800.0,133800.0
1998,2,14,60,C,1,321240.0,321240.0,321240.0,321240.0
1998,2,21,36,C,1,156096.0,156096.0,156096.0,156096.0
1998,2,28,60,C,1,215040.0,215040.0,215040.0,215040.0
1998,2,44,24,C,1,153936.0,153936.0,153936.0,153936.0
1998,2,50,60,C,1,220440.0,220440.0,220440.0,220440.0
1998,2,54,12,C,1,93036.0,93036.0,93036.0,93036.0
1998,2,57,48,C,1,194160.0,194160.0,194160.0,194160.0
1998,2,69,24,C,1,122472.0,122472.0,122472.0,122472.0
1998,2,73,60,C,2,374760.0,178500.0,553260.0,276630.0
1998,2,76,48,C,1,196224.0,196224.0,196224.0,196224.0
1998,3,1,36,C,1,157068.0,157068.0,157068.0,157068.0
1998,3,1,60,C,1,194280.0,194280.0,194280.0,194280.0
1998,3,11,12,C,1,49044.0,49044.0,49044.0,49044.0
1998,3,12,12,C,1,40632.0,40632.0,40632.0,40632.0
1998,3,29,48,C,1,84288.0,84288.0,84288.0,84288.0
1998,3,37,24,C,1,133848.0,133848.0,133848.0,133848.0
1998,3,42,12,C,1,23328.0,23328.0,23328.0,23328.0
1998,3,47,48,C,1,240528.0,240528.0,240528.0,240528.0
1998,3,5,36,C,1,22356.0,22356.0,22356.0,22356.0
1998,3,50,12,D,1,36204.0,36204.0,36204.0,36204.0
1998,3,52,60,C,1,334620.0,334620.0,334620.0,334620.0
1998,3,56,60,C,1,272220.0,272220.0,272220.0,272220.0
1998,3,9,36,C,1,52236.0,52236.0,52236.0,52236.0
1998,4,1,24,C,1,74352.0,74352.0,74352.0,74352.0
1998,4,1,48,C,1,279072.0,279072.0,279072.0,279072.0
1998,4,15,60,C,1,140880.0,140880.0,140880.0,140880.0
1998,4,19,12,C,1,41256.0,41256.0,41256.0,41256.0
1998,4,19,48,C,2,110736.0,110736.0,221472.0,110736.0
1998,4,2,36,C,1,93888.0,93888.0,93888.0,93888.0
1998,4,24,60,C,1,321360.0,321360.0,321360.0,321360.0
1998,4,45,36,C,1,50976.0,50976.0,50976.0,50976.0
1998,4,46,48,C,1,339168.0,339168.0,339168.0,339168.0
1998,4,51,60,C,1,191580.0,191580.0,191580.0,191580.0
1998,4,6,12,C,1,104964.0,104964.0,104964.0,104964.0
1998,4,70,36,C,1,188532.0,188532.0,188532.0,188532.0
1998,4,71,24,C,1,49488.0,49488.0,49488.0,49488.0
1998,4,9,48,C,1,144960.0,144960.0,144960.0,144960.0
1998,5,1,12,C,2,45720.0,5148.0,50868.0,25434.0
1998,5,1,24,C,1,136344.0,136344.0,136344.0,136344.0
1998,5,13,12,C,1,45456.0,45456.0,45456.0,45456.0
1998,5,16,48,C,2,140688.0,140688.0,281376.0,140688.0
1998,5,19,24,C,1,140064.0,140064.0,140064.0,140064.0
1998,5,34,36,C,1,10944.0,10944.0,10944.0,10944.0
1998,5,36,24,C,1,43200.0,43200.0,43200.0,43200.0
1998,5,38,24,C,1,130896.0,130896.0,130896.0,130896.0
1998,5,50,24,C,1,174960.0,174960.0,174960.0,174960.0
1998,5,68,36,C,1,81144.0,81144.0,81144.0,81144.0
1998,5,69,60,C,1,495180.0,495180.0,495180.0,495180.0
1998,5,70,60,C,1,22260.0,22260.0,22260.0,22260.0
1998,5,71,36,C,1,112752.0,112752.0,112752.0,112752.0
1998,5,77,12,C,1,49872.0,49872.0,49872.0,49872.0
1998,6,1,36,C,1,212976.0,212976.0,212976.0,212976.0
1998,6,1,48,C,1,234336.0,234336.0,234336.0,234336.0
1998,6,16,36,C,1,269964.0,269964.0,269964.0,269964.0
1998,6,2,48,C,1,314688.0,314688.0,314688.0,314688.0
1998,6,25,60,C,1,152460.0,152460.0,152460.0,152460.0
1998,6,27,48,C,1,78720.0,78720.0,78720.0,78720.0
1998,6,42,48,C,1,390000.0,390000.0,390000.0,390000.0
1998,6,45,60,C,1,184620.0,184620.0,184620.0,184620.0
1998,6,46,60,C,1,185640.0,185640.0,185640.0,185640.0
1998,6,48,12,C,1,30012.0,30012.0,30012.0,30012.0
1998,6,52,60,C,1,156420.0,156420.0,156420.0,156420.0
1998,6,6,36,C,1,151200.0,151200.0,151200.0,151200.0
1998,6,62,24,C,1,76104.0,76104.0,76104.0,76104.0
1998,6,63,36,C,1,71820.0,71820.0,71820.0,71820.0
1998,6,64,48,C,1,69600.0,69600.0,69600.0,69600.0
1998,6,7,48,C,1,225504.0,225504.0,225504.0,225504.0
1998,7,2,36,C,1,208332.0,208332.0,208332.0,208332.0
1998,7,37,60,C,1,271260.0,271260.0,271260.0,271260.0
1998,7,38,60,C,1,64860.0,64860.0,64860.0,64860.0
1998,7,42,48,C,1,331584.0,331584.0,331584.0,331584.0
1998,7,5,60,C,1,290820.0,290820.0,290820.0,290820.0
1998,7,53,60,C,1,170700.0,170700.0,170700.0,170700.0
1998,7,54,12,C,1,58764.0,58764.0,58764.0,58764.0
1998,7,54,60,C,1,280440.0,280440.0,280440.0,280440.0
1998,7,56,12,C,1,12792.0,12792.0,12792.0,12792.0
1998,7,6,60,C,1,108720.0,108720.0,108720.0,108720.0
1998,7,64,36,C,1,210744.0,210744.0,210744.0,210744.0
1998,7,66,12,C,1,88608.0,88608.0,88608.0,88608.0
1998,7,67,48,D,1,335184.0,335184.0,335184.0,335184.0
1998,7,70,12,C,1,109344.0,109344.0,109344.0,109344.0
1998,7,76,60,C,1,31140.0,31140.0,31140.0,31140.0
1998,7,8,36,C,1,96984.0,96984.0,96984.0,96984.0
1998,8,17,36,C,1,86184.0,86184.0,86184.0,86184.0
1998,8,55,48,C,1,249792.0,249792.0,249792.0,249792.0
1998,8,68,60,C,1,437460.0,437460.0,437460.0,437460.0
1998,8,71,24,C,1,172272.0,172272.0,172272.0,172272.0
1998,8,73,48,C,1,231168.0,231168.0,231168.0,231168.0
1998,9,1,24,C,1,209040.0,209040.0,209040.0,209040.0
1998,9,1,36,C,1,74916.0,74916.0,74916.0,74916.0
1998,9,1,48,C,1,321936.0,321936.0,321936.0,321936.0
1998,9,15,48,C,1,170832.0,170832.0,170832.0,170832.0
1998,9,27,12,C,1,37812.0,37812.0,37812.0,37812.0
1998,9,28,48,C,1,385584.0,385584.0,385584.0,385584.0
1998,9,34,24,C,1,125472.0,125472.0,125472.0,125472.0
1998,9,39,60,C,1,253560.0,253560.0,253560.0,253560.0
1998,9,44,36,C,1,113436.0,113436.0,113436.0,113436.0
1998,9,52,60,C,1,253200.0,253200.0,253200.0,253200.0
1998,9,58,60,C,1,174840.0,174840.0,174840.0,174840.0
1998,9,7,24,C,1,39168.0,39168.0,39168.0,39168.0
1998,9,72,12,C,1,42816.0,42816.0,42816.0,42816.0
1998,9,76,36,C,1,88200.0,88200.0,88200.0,88200.0
1998,10,20,60,D,1,318480.0,318480.0,318480.0,318480.0
1998,10,29,24,C,1,82128.0,82128.0,82128.0,82128.0
1998,10,33,12,C,1,17952.0,17952.0,17952.0,17952.0
1998,10,38,60,C,1,327660.0,327660.0,327660.0,327660.0
1998,10,47,48,C,1,189792.0,189792.0,189792.0,189792.0
1998,10,56,36,C,1,185544.0,185544.0,185544.0,185544.0
1998,10,59,24,C,2,44640.0,44640.0,89280.0,44640.0
1998,10,62,60,C,1,165780.0,165780.0,165780.0,165780.0
1998,10,7,12,C,1,38496.0,38496.0,38496.0,38496.0
1998,11,1,36,C,2,276084.0,99216.0,375300.0,187650.0
1998,11,14,48,C,1,91248.0,91248.0,91248.0,91248.0
1998,11,32,48,C,1,16032.0,16032.0,16032.0,16032.0
1998,11,50,60,C,1,317460.0,317460.0,317460.0,317460.0
1998,11,52,36,C,1,69624.0,69624.0,69624.0,69624.0
1998,11,7,24,C,1,99744.0,99744.0,99744.0,99744.0
1998,11,77,12,C,1,41988.0,41988.0,41988.0,41988.0
1998,12,13,36,C,1,230220.0,230220.0,230220.0,230220.0
1998,12,18,36,C,1,163332.0,163332.0,163332.0,163332.0
1998,12,21,48,C,1,352704.0,352704.0,352704.0,352704.0
1998,12,3,24,C,1,139488.0,139488.0,139488.0,139488.0
1998,12,38,36,C,1,160920.0,160920.0,160920.0,160920.0
1998,12,55,12,C,1,52512.0,52512.0,52512.0,52512.0
1998,12,60,60,C,1,240900.0,240900.0,240900.0,240900.0
1998,12,70,24,C,1,55632.0,55632.0,55632.0,55632.0
