ClientID,AccountID,TotalTransactionAmount
858,716,2134684.2
557,463,2134149.5
1248,1040,2133655.4
3292,2726,2131451.3
144,120,2127815.9
592,493,2121899.4
3608,2988,2117215.8
3609,2988,2117215.8
11637,9455,2114401.1
11638,9455,2114401.1
1384,1151,2113836.9
9987,8085,2112028.7
3739,3091,2111373.8
1450,1201,2110556.9
559,465,2107502.2
2713,2240,2104109.3
5977,4948,2101579.2
13687,11135,2100479.6
6033,4994,2100329.3
2637,2178,2099642.6
28,22,2099466.5
2810,2323,2098252.3
1610,1330,2095563.5
9418,7607,2095080.5
9419,7607,2095080.5
1828,1508,2094555.6
831,693,2094217.9
3698,3058,2093846.0
2522,2080,2093476.2
2523,2080,2093476.2
256,213,2092213.8
1965,1621,2090371.1
1414,1174,2089986.3
308,255,2089323.1
1806,1490,2086041.5
967,807,2084292.9
1793,1480,2083468.6
1833,1513,2081433.4
5574,4626,2076377.6
5249,4358,2076373.6
1711,1412,2076319.3
1712,1412,2076319.3
3676,3042,2075596.3
3677,3042,2075596.3
1120,930,2075398.8
3284,2720,2073922.5
3285,2720,2073922.5
3981,3290,2072957.6
9775,7907,2071077.3
9776,7907,2071077.3
11372,9236,2070506.8
5978,4949,2069950.6
2520,2078,2069886.6
4624,3837,2068285.3
4625,3837,2068285.3
3407,2819,2065764.7
3408,2819,2065764.7
1076,893,2065006.0
4448,3688,2064997.2
3193,2647,2058923.6
714,596,2056709.4
7727,6400,2053488.4
2070,1705,2052772.4
10828,8784,2052077.6
927,775,2051997.0
8670,7184,2051450.1
4383,3634,2048997.2
2932,2427,2046250.2
3869,3200,2046181.0
3414,2824,2045520.2
8692,7203,2044668.7
12092,9826,2042321.7
4318,3580,2041870.0
4319,3580,2041870.0
2206,1820,2041723.8
4494,3726,2039168.5
2843,2352,2037010.8
13134,10679,2036348.5
601,500,2034409.7
602,500,2034409.7
9582,7745,2034227.2
10555,8558,2032180.8
11978,9731,2031675.6
11979,9731,2031675.6
330,273,2030120.5
2984,2472,2029023.8
2985,2472,2029023.8
4925,4088,2026586.3
501,415,2026414.9
4175,3453,2025651.7
4993,4144,2022833.0
4994,4144,2022833.0
4001,3309,2021863.0
4371,3624,2021725.3
6764,5602,2020074.2
2373,1952,2018278.0
4172,3450,2018064.9
2572,2126,2017303.1
5233,4343,2013983.3
13820,11244,2013634.6
2493,2054,2013493.4
13044,10607,2007906.5
8030,6649,2007620.6
3669,3036,2005784.3
3404,2817,2004907.1
4658,3864,1999371.7
3166,2624,1998625.6
1037,860,1993173.1
12181,9897,1989455.7
5395,4473,1987125.9
8295,6872,1986732.5
2207,1821,1979614.3
2208,1821,1979614.3
3742,3094,1978756.7
3743,3094,1978756.7
1044,866,1977944.8
4055,3353,1974671.0
7796,6461,1970823.4
7797,6461,1970823.4
8667,7181,1970722.2
485,401,1970208.8
4659,3865,1968957.0
4524,3750,1966481.9
4525,3750,1966481.9
2288,1886,1966167.6
2289,1886,1966167.6
2103,1733,1964599.2
4763,3948,1964035.8
11314,9188,1961962.3
2470,2035,1959683.5
2471,2035,1959683.5
66,57,1955860.5
1938,1599,1954371.6
2510,2070,1953856.5
5364,4447,1953573.4
5365,4447,1953573.4
5928,4907,1952986.3
2265,1867,1952018.2
231,191,1951553.0
3431,2839,1950997.2
1640,1353,1949856.9
2080,1715,1949045.5
484,400,1948571.1
4331,3589,1947245.0
2481,2044,1942550.0
2860,2367,1942316.2
5384,4462,1940836.7
713,595,1940346.5
2113,1742,1938205.3
2618,2163,1936408.1
3852,3186,1933412.3
452,372,1933257.4
2117,1745,1932190.0
7010,5794,1930959.1
7011,5794,1930959.1
4773,3957,1926525.7
976,813,1922343.1
7166,5927,1919803.8
2799,2313,1919369.8
59,50,1916904.2
3544,2934,1913271.4
6342,5250,1912006.7
1330,1109,1911961.0
7753,6425,1909091.4
3305,2738,1907049.3
3216,2664,1905590.2
4648,3855,1904781.4
150,125,1902746.4
9930,8039,1901807.9
4049,3348,1899920.0
1324,1103,1897553.8
1710,1411,1896568.1
223,183,1895868.6
4571,3791,1894973.2
4458,3697,1894153.0
4328,3586,1893781.9
6196,5133,1893311.3
338,280,1893090.0
3297,2731,1889888.3
585,487,1889148.8
586,487,1889148.8
4482,3717,1888602.5
1439,1193,1887226.6
185,153,1887223.2
3029,2509,1886680.5
36,29,1885934.7
37,29,1885934.7
12133,9859,1885597.4
925,773,1883443.0
4548,3772,1881127.2
3235,2680,1880020.0
3571,2957,1879550.0
3397,2813,1879108.2
3398,2813,1879108.2
493,408,1871960.8
1885,1554,1868010.8
6452,5343,1867849.7
4360,3614,1867830.1
4712,3907,1863653.8
1842,1519,1862766.8
1333,1112,1861304.7
5240,4349,1860920.3
1516,1256,1860759.9
10070,8153,1860338.8
7586,6281,1858237.7
955,797,1856846.0
2438,2008,1856194.3
2439,2008,1856194.3
128,106,1854776.6
5117,4245,1853455.7
3501,2897,1853326.5
4597,3815,1852158.0
1363,1134,1848686.2
193,160,1847752.5
1967,1623,1847307.2
1968,1623,1847307.2
3913,3235,1845261.1
4836,4013,1844394.3
2321,1911,1843793.1
8502,7045,1841608.5
421,344,1841453.6
2374,1953,1837377.9
4207,3480,1836927.3
12468,10134,1836741.5
11083,8998,1835505.1
917,767,1834213.6
12643,10280,1834055.1
1832,1512,1833007.1
4826,4003,1832838.7
3260,2702,1832608.7
3261,2702,1832608.7
2615,2161,1831737.7
4136,3421,1831354.0
345,285,1825487.6
346,285,1825487.6
4657,3863,1824879.3
3451,2857,1824049.3
3452,2857,1824049.3
2714,2241,1822768.3
4720,3914,1821006.0
3074,2546,1820334.4
5468,4533,1820240.5
3369,2790,1816999.7
8276,6856,1815093.3
4739,3930,1810597.2
631,525,1810521.7
5472,4537,1810169.7
984,819,1809283.5
985,819,1809283.5
4220,3492,1808745.4
6987,5774,1805703.3
10275,8321,1805687.8
10276,8321,1805687.8
504,418,1805128.3
2657,2195,1804491.0
13588,11053,1804272.9
68,59,1802380.3
7065,5837,1801959.4
5642,4681,1800567.7
4638,3847,1799802.5
4652,3859,1797724.2
5320,4414,1793660.2
5321,4414,1793660.2
1388,1154,1793608.8
4640,3849,1792923.2
1510,1251,1792350.4
3691,3053,1788775.4
8568,7099,1788005.9
4043,3344,1787626.2
12324,10018,1784894.3
309,256,1783951.1
3919,3240,1783915.4
2065,1700,1782804.9
11874,9646,1781302.8
11875,9646,1781302.8
4706,3903,1780262.6
4707,3903,1780262.6
2220,1830,1779708.6
2221,1830,1779708.6
483,399,1779673.1
6511,5395,1779318.2
1396,1160,1777459.6
11121,9030,1776459.1
11122,9030,1776459.1
7723,6397,1775698.1
7724,6397,1775698.1
7862,6510,1775054.8
1030,855,1774388.6
1243,1036,1774228.1
13603,11065,1773880.9
6015,4981,1773146.5
3044,2522,1771676.5
4604,3820,1770526.8
1339,1116,1769555.7
1452,1203,1768390.1
123,102,1768074.4
324,268,1764435.2
2316,1906,1763953.1
774,645,1762582.7
65,56,1761908.4
238,196,1761790.3
4527,3752,1761164.8
1262,1051,1760655.9
1263,1051,1760655.9
1012,840,1759599.2
1013,840,1759599.2
2177,1797,1759071.6
1588,1313,1758530.5
1754,1446,1754014.4
1499,1242,1753234.7
12586,10233,1752291.2
2410,1984,1749801.7
2411,1984,1749801.7
6827,5648,1748848.0
2613,2159,1746863.1
6408,5305,1746067.3
3581,2966,1745137.3
1409,1170,1743672.7
3954,3267,1742351.2
3955,3267,1742351.2
2786,2302,1741471.3
6924,5726,1741148.4
5563,4616,1739616.7
4348,3605,1735652.7
3191,2645,1735211.1
3493,2890,1734520.3
2806,2319,1732604.2
4095,3387,1732400.2
4096,3387,1732400.2
1800,1486,1728781.5
9721,7861,1728095.2
230,190,1726292.1
4751,3940,1726211.7
1062,882,1724094.2
1063,882,1724094.2
305,253,1721152.7
12382,10068,1720467.5
12383,10068,1720467.5
3787,3131,1718727.9
12662,10297,1718716.9
1988,1640,1716609.0
2958,2450,1716579.5
1980,1634,1715572.5
243,201,1715237.6
124,103,1714751.3
1670,1380,1714698.6
5325,4418,1713932.1
5326,4418,1713932.1
4569,3789,1713590.1
10,8,1712906.1
11,8,1712906.1
2135,1761,1711884.5
2592,2143,1711435.0
2593,2143,1711435.0
1470,1218,1710319.4
1471,1218,1710319.4
1957,1614,1708961.5
1958,1614,1708961.5
1929,1591,1708742.1
3760,3109,1707806.2
1829,1509,1703619.8
6122,5072,1701827.3
3534,2926,1701464.1
2790,2306,1701401.2
1936,1598,1701250.9
1937,1598,1701250.9
2889,2393,1701185.7
3332,2759,1699724.2
3310,2742,1698410.3
6275,5196,1697424.3
13694,11141,1696208.3
3128,2592,1696143.4
3192,2646,1694930.2
121,100,1691589.5
2388,1963,1689581.0
3355,2778,1687956.4
13089,10644,1683958.5
4137,3422,1682105.3
3998,3306,1680586.6
3824,3163,1677931.0
3825,3163,1677931.0
4333,3591,1676434.4
4334,3591,1676434.4
2291,1888,1674910.2
3916,3238,1674166.5
3917,3238,1674166.5
896,748,1674038.5
897,748,1674038.5
4190,3467,1673441.0
11379,9241,1672910.5
11380,9241,1672910.5
2425,1996,1671654.9
317,263,1670937.0
3812,3152,1669544.4
4588,3807,1669031.7
2515,2074,1668846.3
4206,3479,1668790.2
4217,3489,1666436.8
4246,3516,1665248.1
1580,1306,1663252.7
347,286,1663061.4
348,286,1663061.4
2671,2207,1662522.0
2460,2025,1661730.0
2055,1692,1661452.9
10303,8341,1660724.9
4434,3679,1660409.3
4435,3679,1660409.3
2974,2463,1659860.5
887,739,1659841.4
3959,3270,1659652.5
3039,2517,1659311.3
3984,3293,1653969.1
1535,1272,1653677.7
12908,10493,1651752.0
2785,2301,1651168.4
7683,6363,1649907.6
6798,5628,1645404.9
3368,2789,1645050.9
2137,1763,1643369.2
3730,3084,1643052.1
2560,2116,1641811.4
3565,2951,1639255.8
1509,1250,1636313.9
4021,3327,1634515.7
2226,1835,1633906.9
5245,4354,1632096.7
3738,3090,1631326.9
3031,2511,1631185.1
3032,2511,1631185.1
745,621,1630851.9
746,621,1630851.9
310,257,1630329.7
3969,3278,1629458.7
1944,1603,1626580.4
464,384,1625510.0
629,523,1623826.1
2176,1796,1622883.4
3798,3141,1621655.8
2768,2287,1619575.9
3618,2996,1619135.0
1948,1607,1619103.4
1949,1607,1619103.4
1761,1452,1618061.4
5337,4427,1617538.9
5338,4427,1617538.9
2400,1975,1617527.1
4015,3322,1616692.2
13071,10630,1616173.5
3792,3136,1615006.5
4141,3426,1614558.3
5618,4660,1614548.8
2721,2247,1614459.0
3228,2673,1613905.4
833,695,1612036.6
5866,4858,1611314.5
13095,10650,1610717.4
3324,2753,1610386.3
3325,2753,1610386.3
823,686,1609201.6
4230,3502,1609020.6
139,116,1607829.2
140,116,1607829.2
438,360,1606261.9
1714,1414,1606138.4
4464,3702,1605588.6
4433,3678,1600794.8
11732,9528,1599936.0
5460,4526,1598872.5
11250,9138,1597311.7
4358,3612,1597260.5
1791,1478,1596801.6
2769,2288,1594608.5
741,617,1594522.6
4446,3687,1594332.3
4447,3687,1594332.3
186,154,1594109.1
2102,1732,1593785.5
3735,3088,1592562.4
3736,3088,1592562.4
440,362,1591530.8
3995,3303,1590647.4
5149,4273,1586228.6
12547,10202,1585775.4
2788,2304,1584503.8
3279,2716,1583151.8
3280,2716,1583151.8
3054,2530,1582684.3
490,405,1579672.6
2205,1819,1577246.2
25,19,1575515.9
9196,7418,1574907.9
562,468,1574373.9
3195,2649,1573937.6
3891,3217,1572412.5
2130,1758,1570570.3
12850,10445,1569781.3
12851,10445,1569781.3
3606,2986,1569328.8
3425,2834,1568870.4
2310,1902,1568150.5
2311,1902,1568150.5
6473,5362,1566473.1
6474,5362,1566473.1
765,638,1565587.2
4546,3770,1565493.0
4084,3378,1563866.8
4085,3378,1563866.8
5308,4405,1562790.1
2305,1898,1560257.1
2306,1898,1560257.1
3988,3297,1559047.9
3989,3297,1559047.9
3393,2809,1558385.4
1177,976,1558142.4
1238,1031,1555953.7
1782,1470,1555905.4
1194,990,1555709.9
517,429,1551820.7
3822,3161,1551426.3
6749,5591,1551015.9
6750,5591,1551015.9
3762,3111,1547507.9
3427,2836,1547408.4
3428,2836,1547408.4
3396,2812,1546327.5
13231,10762,1541631.4
3366,2788,1541484.6
3367,2788,1541484.6
4587,3806,1541470.4
4762,3947,1540080.6
5399,4476,1539398.5
432,354,1538953.6
4250,3520,1538384.8
2194,1810,1538121.2
3438,2844,1537281.2
1955,1612,1536820.7
2155,1778,1536351.0
3083,2553,1535787.8
1474,1221,1535336.2
174,144,1533259.6
130,108,1532824.5
1387,1153,1532801.7
4223,3495,1530373.6
10639,8628,1530267.7
2267,1869,1528085.4
2073,1708,1527728.7
1531,1269,1527343.4
1532,1269,1527343.4
2712,2239,1526466.9
3980,3289,1525361.0
1483,1230,1525047.0
1484,1230,1525047.0
2538,2095,1524997.9
10273,8320,1523626.9
10274,8320,1523626.9
3175,2630,1521018.5
4467,3705,1520740.6
4468,3705,1520740.6
3903,3227,1519662.8
1578,1304,1519421.9
10023,8114,1517414.8
2437,2007,1516887.4
1049,871,1516438.5
2654,2192,1516328.9
1830,1510,1515537.8
3823,3162,1513929.2
1271,1058,1513364.4
2088,1722,1513294.6
4626,3838,1510934.6
371,304,1510171.6
2995,2480,1506896.6
3705,3064,1505693.3
2144,1768,1504303.2
2760,2280,1503275.8
1266,1054,1502828.8
1517,1257,1502717.7
8506,7049,1502705.8
3415,2825,1502400.7
2223,1832,1502253.2
1565,1294,1501133.0
1332,1111,1500454.1
2370,1949,1499888.9
3268,2708,1499635.3
970,809,1499448.6
922,771,1498400.9
923,771,1498400.9
2308,1900,1497813.9
1057,878,1496434.4
550,458,1495780.8
3574,2960,1495027.7
4493,3725,1494911.5
3121,2586,1494828.2
3122,2586,1494828.2
561,467,1493660.2
410,336,1489941.5
656,545,1489779.0
1814,1496,1489251.9
264,219,1488080.0
2997,2482,1485901.9
2679,2213,1485161.6
2680,2213,1485161.6
3067,2541,1484834.9
3068,2541,1484834.9
10818,8776,1483751.3
3586,2970,1480626.6
3587,2970,1480626.6
940,786,1480478.9
4401,3650,1480205.7
4338,3595,1480073.7
3021,2503,1479806.1
3022,2503,1479806.1
1250,1042,1478620.8
13590,11054,1477648.7
4332,3590,1474975.5
2128,1756,1474576.4
3259,2701,1474537.6
3464,2866,1470840.0
3992,3300,1466582.2
4188,3465,1465157.8
4723,3917,1463860.2
2930,2425,1462430.7
4814,3993,1461366.5
8362,6927,1459570.6
1823,1504,1459477.4
2434,2004,1458477.2
1559,1289,1456208.1
12303,10001,1454569.3
3130,2594,1454383.8
4516,3743,1454216.9
2309,1901,1453766.2
4056,3354,1453534.7
9457,7637,1452302.2
9458,7637,1452302.2
4740,3931,1452207.9
3855,3189,1452144.3
6895,5700,1451880.2
742,618,1449523.9
4063,3361,1448728.2
4064,3361,1448728.2
6383,5283,1445567.6
7772,6440,1441478.0
11286,9167,1440226.5
1394,1159,1440201.5
1395,1159,1440201.5
4385,3636,1437732.8
4756,3944,1437537.7
4757,3944,1437537.7
3893,3219,1434364.0
4585,3805,1433550.0
4586,3805,1433550.0
819,683,1431589.3
820,683,1431589.3
2884,2389,1430558.3
2696,2226,1429621.1
2697,2226,1429621.1
132,110,1429397.7
8356,6922,1427036.9
425,348,1423639.5
4161,3440,1423638.6
3429,2837,1423110.3
164,137,1422931.7
11050,8972,1422317.3
4079,3373,1419873.7
3009,2493,1419788.7
3010,2493,1419788.7
6501,5387,1419659.8
1350,1125,1418629.7
1351,1125,1418629.7
98,83,1417958.1
99,83,1417958.1
2299,1894,1417660.8
4799,3980,1417451.9
4800,3980,1417451.9
1034,858,1416389.7
254,211,1415758.6
335,278,1415731.7
4457,3696,1415347.1
1824,1505,1414587.1
1029,854,1414469.8
7311,6051,1414263.7
1289,1074,1411155.4
3006,2490,1410726.7
8089,6699,1410358.8
224,184,1406497.2
2526,2083,1404405.6
4126,3413,1403991.6
4127,3413,1403991.6
4114,3403,1403540.2
1579,1305,1402994.5
9846,7966,1402302.9
1697,1402,1401842.2
1698,1402,1401842.2
11371,9235,1400718.6
4956,4116,1399307.5
3645,3018,1398253.9
10479,8492,1395686.1
5565,4618,1395558.1
3450,2856,1395465.5
2349,1934,1395377.6
2350,1934,1395377.6
11713,9513,1392690.8
11714,9513,1392690.8
3483,2881,1392674.0
2609,2156,1392139.7
2610,2156,1392139.7
4522,3749,1389925.7
4523,3749,1389925.7
3511,2905,1389838.2
968,808,1387882.3
2709,2237,1387307.4
679,566,1386970.0
680,566,1386970.0
4248,3518,1385985.1
4709,3905,1385436.2
932,780,1385291.1
293,242,1382490.1
13171,10710,1382074.1
3860,3193,1381561.9
3946,3261,1379125.5
40,32,1378941.7
3038,2516,1377431.3
3713,3071,1376216.1
4581,3801,1374663.9
4166,3445,1373495.4
3036,2514,1371430.4
4142,3427,1370960.7
9370,7565,1370283.1
1564,1293,1370164.6
1599,1323,1369660.8
1600,1323,1369660.8
6978,5767,1367245.1
3649,3021,1366951.3
8392,6950,1366072.0
8393,6950,1366072.0
9456,7636,1362747.0
2747,2269,1361345.0
2748,2269,1361345.0
2490,2052,1357534.3
916,766,1357501.7
76,65,1357447.1
3456,2860,1357391.1
676,563,1356583.3
2110,1739,1356402.0
4653,3860,1355338.8
2063,1698,1354822.1
2676,2211,1354772.3
2539,2096,1354561.2
3295,2729,1353953.0
3302,2736,1352089.4
3303,2736,1352089.4
5826,4825,1350457.5
5827,4825,1350457.5
13098,10652,1349888.1
1141,946,1348676.9
13346,10857,1348458.9
1912,1579,1348458.7
3489,2887,1348412.2
3233,2678,1348322.0
4122,3410,1347681.9
4123,3410,1347681.9
3779,3124,1346927.8
2083,1718,1345645.9
2180,1800,1345446.8
1461,1210,1344454.6
638,530,1344433.7
4426,3672,1344085.0
2998,2483,1343565.2
1024,850,1342892.8
160,133,1341992.3
1563,1292,1341897.7
2469,2034,1340954.9
3340,2767,1340309.9
3341,2767,1340309.9
3673,3039,1339503.2
2794,2309,1338472.0
2795,2309,1338472.0
1909,1576,1336397.3
1681,1389,1335993.8
4575,3795,1335373.8
167,139,1334275.6
13172,10711,1333182.7
2332,1922,1331629.5
2333,1922,1331629.5
3527,2919,1330096.2
5263,4368,1330011.6
13971,11362,1330010.5
11405,9263,1329932.8
11406,9263,1329932.8
3616,2994,1328154.7
2576,2130,1328054.4
500,414,1327539.8
13924,11328,1326820.0
4359,3613,1325807.7
4134,3419,1324474.0
590,491,1323252.5
60,51,1322341.9
1528,1266,1321106.6
3517,2910,1320835.1
2394,1969,1320480.4
2364,1945,1320040.0
1514,1255,1318280.4
1637,1350,1317229.2
1291,1076,1315862.0
4288,3553,1315610.0
2345,1931,1315048.5
2346,1931,1315048.5
3918,3239,1314846.6
3433,2841,1311626.7
3434,2841,1311626.7
4169,3448,1309039.9
4170,3448,1309039.9
1119,929,1307421.3
2708,2236,1307127.2
2918,2416,1305635.2
2919,2416,1305635.2
10066,8149,1304101.6
3880,3208,1303998.8
2532,2089,1303178.9
2290,1887,1301054.6
4544,3768,1299968.6
276,230,1298899.9
277,230,1298899.9
9670,7819,1298770.9
4073,3368,1298277.8
4074,3368,1298277.8
9546,7713,1297813.1
4560,3782,1296499.6
402,329,1296157.2
5223,4336,1294587.1
2030,1672,1294210.1
6366,5269,1293856.5
4853,4026,1292245.3
4050,3349,1291959.1
9929,8038,1288991.9
3199,2652,1288978.2
3200,2652,1288978.2
3868,3199,1287944.9
4386,3637,1286843.7
4496,3728,1285904.2
4497,3728,1285904.2
2227,1836,1285376.9
2844,2353,1285049.2
13845,11265,1284916.4
4173,3451,1283202.8
4450,3690,1282165.7
1699,1403,1282098.1
4520,3747,1281871.1
3793,3137,1281130.2
3331,2758,1280713.2
4787,3968,1280620.2
4811,3990,1280174.5
2761,2281,1279994.0
1713,1413,1279449.0
675,562,1279065.2
122,101,1278555.4
7102,5870,1277979.3
2942,2436,1276597.6
853,711,1276520.2
1117,928,1273703.9
1118,928,1273703.9
434,356,1273212.3
9450,7632,1271768.7
9451,7632,1271768.7
1654,1366,1270735.6
694,577,1269827.1
4339,3596,1267648.4
6892,5698,1267473.2
6893,5698,1267473.2
4376,3628,1266265.4
4553,3776,1266157.8
2045,1685,1265868.2
2046,1685,1265868.2
4768,3953,1265791.8
61,52,1264703.4
4160,3439,1263928.9
1081,898,1262723.8
1819,1500,1261377.2
2831,2343,1261085.0
1816,1498,1258372.5
3564,2950,1257416.3
929,777,1255282.1
3769,3116,1252908.6
928,776,1249710.2
3037,2515,1249341.1
2293,1890,1247407.9
1970,1625,1246542.9
2445,2013,1246313.6
8677,7190,1246253.9
8678,7190,1246253.9
1616,1335,1244493.5
8661,7176,1244270.6
146,122,1244001.2
218,179,1242390.3
3188,2642,1242363.1
4710,3906,1242219.8
4711,3906,1242219.8
3421,2830,1240143.3
2005,1654,1239880.0
12802,10404,1239253.8
4724,3918,1239032.1
3510,2904,1237677.3
4258,3527,1237280.9
5046,4186,1237159.1
4181,3459,1236214.6
138,115,1235574.0
4107,3397,1234389.2
3359,2782,1233235.1
847,706,1233203.1
3961,3272,1232449.2
4906,4071,1232242.8
4907,4071,1232242.8
1325,1104,1231185.0
4701,3899,1231015.2
116,97,1229256.4
117,97,1229256.4
2740,2263,1227973.8
3129,2593,1227572.6
2190,1808,1226566.0
2191,1808,1226566.0
1815,1497,1224750.0
2498,2059,1224658.4
1098,911,1224147.8
3806,3147,1224125.7
6967,5758,1223820.9
791,660,1223434.6
3870,3201,1223359.8
3871,3201,1223359.8
1316,1097,1219320.3
1317,1097,1219320.3
1253,1044,1218452.7
547,455,1217997.1
4147,3431,1216649.5
4148,3431,1216649.5
448,368,1215358.2
4542,3766,1215155.8
2953,2446,1215026.7
13640,11096,1214997.1
403,330,1213686.9
404,330,1213686.9
2074,1709,1212683.6
2619,2164,1210873.3
2620,2164,1210873.3
4519,3746,1209684.9
445,366,1209016.4
446,366,1209016.4
2154,1777,1208896.5
3079,2550,1208776.1
1900,1568,1208379.5
1901,1568,1208379.5
4224,3496,1208351.2
992,825,1206337.6
5699,4725,1205352.6
33,27,1204954.1
3304,2737,1204906.2
1052,874,1204572.5
1053,874,1204572.5
3463,2865,1204363.2
13151,10694,1204236.6
4196,3472,1202747.8
1852,1528,1201802.5
1265,1053,1198962.9
706,588,1198336.9
1540,1276,1198314.5
1541,1276,1198314.5
253,210,1197479.7
56,48,1197219.7
57,48,1197219.7
2826,2338,1196879.1
9313,7520,1195123.0
3196,2650,1193503.5
578,480,1193244.7
2853,2361,1193211.4
4937,4099,1193199.2
4219,3491,1193144.3
1737,1432,1193051.9
1738,1432,1193051.9
9,7,1192039.9
12844,10440,1191019.0
538,447,1190308.6
3203,2655,1190135.9
3204,2655,1190135.9
2413,1986,1189097.0
3232,2677,1188672.6
1197,993,1188250.9
1345,1121,1187374.9
4065,3362,1187227.8
2527,2084,1186873.1
1529,1267,1186659.3
3877,3206,1186405.3
4771,3955,1184740.3
913,763,1184587.8
975,812,1184532.6
4473,3710,1183047.3
1086,902,1182639.1
1087,902,1182639.1
7843,6495,1182397.5
1207,1003,1182157.3
4406,3655,1181811.1
1027,853,1181687.7
1028,853,1181687.7
2008,1656,1180861.2
3646,3019,1180357.4
3647,3019,1180357.4
1729,1425,1180124.8
3293,2727,1179455.9
1742,1435,1179059.7
4750,3939,1178442.6
1927,1590,1177720.9
1928,1590,1177720.9
266,221,1176751.3
461,381,1176374.6
2852,2360,1176314.1
3771,3118,1174547.9
3772,3118,1174547.9
5420,4493,1172966.3
2218,1829,1169878.9
2219,1829,1169878.9
3975,3284,1168962.2
3518,2911,1168395.7
4608,3824,1168287.3
827,690,1165436.3
828,690,1165436.3
1660,1372,1164844.7
3376,2795,1164670.8
3377,2795,1164670.8
2822,2334,1163644.9
682,568,1163173.7
3092,2561,1162628.3
3156,2615,1161755.0
3741,3093,1161184.2
4790,3971,1159956.3
12568,10220,1159819.3
4654,3861,1157958.0
4655,3861,1157958.0
3815,3155,1156886.0
4236,3508,1155616.2
651,540,1152963.2
3532,2924,1151331.3
2124,1752,1151165.3
2056,1693,1150432.3
3929,3249,1150134.0
4313,3575,1149582.8
11114,9024,1148856.8
2006,1655,1147945.6
2007,1655,1147945.6
4300,3563,1143709.7
4672,3875,1142986.5
3394,2810,1142231.1
3993,3301,1140118.6
3378,2796,1139907.8
3379,2796,1139907.8
2504,2065,1138314.2
3201,2653,1136952.8
4820,3998,1136424.3
1795,1482,1136242.7
2173,1793,1135650.3
2419,1991,1135161.3
2611,2157,1134619.3
469,388,1133947.2
2320,1910,1133615.6
4674,3877,1133544.7
1611,1331,1132789.7
1612,1331,1132789.7
5393,4471,1132731.9
3486,2884,1132521.8
2871,2376,1130361.3
1072,890,1127684.5
10076,8159,1127535.7
10077,8159,1127535.7
262,217,1127268.1
1255,1046,1126163.3
1585,1311,1125768.6
1586,1311,1125768.6
2300,1895,1125135.5
2301,1895,1125135.5
1285,1070,1124427.2
879,732,1123137.7
2770,2289,1123093.2
690,575,1122821.5
691,575,1122821.5
3926,3246,1122307.3
1783,1471,1121047.5
3629,3005,1120284.3
12328,10022,1118742.1
3255,2697,1117400.3
11754,9548,1117135.2
3643,3016,1116942.9
5050,4190,1114248.9
3487,2885,1114095.8
4083,3377,1110677.3
723,604,1109947.5
1307,1089,1109800.9
3151,2611,1109413.3
4793,3974,1109168.2
2838,2348,1108454.4
1083,900,1107816.8
1084,900,1107816.8
5579,4631,1106022.5
5580,4631,1106022.5
1305,1087,1104890.0
2246,1851,1102573.9
329,272,1102189.1
433,355,1101564.2
973,811,1100801.6
974,811,1100801.6
1614,1333,1098854.2
1554,1284,1097769.3
1341,1118,1096607.2
1310,1092,1096208.6
4422,3669,1095918.5
9340,7542,1094706.2
4742,3933,1092656.7
4743,3933,1092656.7
4287,3552,1090744.2
10459,8475,1089597.1
6886,5692,1088537.0
1821,1502,1085916.6
89,75,1085885.5
1165,967,1085163.2
510,424,1084645.1
4760,3946,1084541.6
4761,3946,1084541.6
3090,2559,1083998.9
2716,2243,1083612.7
4568,3788,1083290.6
251,208,1083135.9
10702,8680,1082894.0
10703,8680,1082894.0
206,170,1081240.2
5016,4161,1078104.3
4918,4081,1078087.5
3173,2629,1076172.1
3174,2629,1076172.1
1480,1227,1076166.1
8737,7240,1075664.9
8738,7240,1075664.9
4024,3329,1075420.3
4025,3329,1075420.3
2736,2260,1074345.7
907,757,1073863.5
798,666,1072921.3
799,666,1072921.3
1161,963,1072850.7
565,470,1070431.3
1406,1168,1070298.3
1407,1168,1070298.3
2835,2346,1069367.1
3357,2780,1068295.0
3441,2847,1067700.7
3533,2925,1066436.0
5385,4463,1066411.0
11686,9494,1066244.2
11687,9494,1066244.2
3348,2773,1061901.6
5213,4329,1061888.3
4295,3559,1061198.2
2787,2303,1059280.0
129,107,1057995.2
1651,1363,1057492.0
4036,3338,1057431.2
3461,2864,1056718.1
3462,2864,1056718.1
7150,5912,1056184.0
4263,3532,1055507.6
830,692,1055230.5
205,169,1054678.1
11304,9179,1054614.4
3845,3180,1053272.2
3294,2728,1053220.3
4019,3325,1052799.2
1648,1361,1052503.5
1649,1361,1052503.5
4823,4000,1052129.7
814,678,1051965.6
4280,3546,1051447.4
3418,2827,1048808.8
3699,3059,1048135.3
3700,3059,1048135.3
6468,5357,1047421.6
1023,849,1046089.2
3990,3298,1046065.5
608,506,1045990.2
13852,11271,1045427.8
3623,3000,1045369.1
13673,11123,1043600.7
2603,2151,1043187.9
752,626,1043123.0
753,626,1043123.0
242,200,1042536.6
4000,3308,1040668.1
13,10,1040605.1
9914,8026,1040274.0
4600,3817,1038918.2
2644,2184,1038829.2
4082,3376,1038529.5
13290,10812,1037972.4
13291,10812,1037972.4
1288,1073,1037564.8
