Year,Month,DistrictID,MinAmount,MaxAmount,TotalAmount,AvgAmount,NumTransactions
1994,3,22,14.6,25289.0,198781.3,5096.95641,39
1994,3,23,14.6,46896.0,405709.0,5557.657534,73
1994,3,24,14.6,31311.0,453299.6,4874.189247,93
1994,3,25,14.6,55900.0,258402.0,7600.058823,34
1994,3,26,14.6,24423.0,110089.8,3145.422857,35
1994,3,27,14.6,49590.0,384218.1,8004.54375,48
1994,3,28,11.2,64200.0,669655.9,10302.398461,65
1994,3,29,14.6,53900.0,859452.9,12455.83913,69
1994,3,3,14.6,42805.0,245362.3,7914.912903,31
1994,3,30,7.3,44473.0,379440.3,4743.00375,80
1994,3,31,14.6,41769.0,488261.2,5954.404878,82
1994,3,32,14.6,34500.0,317068.1,5197.837704,61
1994,3,33,14.6,46096.0,413654.8,5589.929729,74
1994,3,34,0.6,23347.0,112654.3,3755.143333,30
1994,3,35,14.6,36859.0,368822.9,6251.235593,59
1994,3,36,14.6,24696.0,327023.4,4671.762857,70
1994,3,37,14.6,34409.0,152562.8,4767.5875,32
1994,3,38,14.6,44285.0,628123.9,8604.436986,73
1994,3,39,14.6,22799.0,179439.1,3662.022448,49
1994,3,4,11.0,43743.0,296852.1,4430.628358,67
1994,3,40,14.6,41022.0,372337.5,5319.107142,70
1994,3,41,14.6,55900.0,661340.6,7967.959036,83
1994,3,42,14.6,15521.0,97987.7,2799.648571,35
1994,3,43,14.6,47641.0,486825.7,7606.651562,64
1994,3,44,14.6,44749.0,378780.4,4456.24,85
1994,3,45,9.0,35257.0,294578.8,4332.041176,68
1994,3,46,14.6,39311.0,227207.6,5825.835897,39
1994,3,47,14.6,38000.0,465916.5,5823.95625,80
1994,3,48,3.1,44713.0,458967.5,5597.164634,82
1994,3,49,14.6,47831.0,227331.6,6495.188571,35
1994,3,5,14.6,37942.0,490484.5,6453.743421,76
1994,3,50,14.6,35312.0,411545.3,5080.806172,81
1994,3,51,14.6,23638.0,223892.0,4390.039215,51
1994,3,52,14.6,58600.0,947298.0,9971.557894,95
1994,3,53,14.6,23625.0,182297.4,3720.355102,49
1994,3,54,4.0,40806.0,639341.0,4234.046357,151
1994,3,55,2.0,32948.0,449333.4,5164.751724,87
1994,3,56,14.6,25990.0,330720.2,5512.003333,60
1994,3,57,14.6,47983.0,352806.4,7840.142222,45
1994,3,58,14.6,32700.0,230656.1,7953.65862,29
1994,3,59,14.6,24419.0,311729.8,4329.580555,72
1994,3,6,14.6,55800.0,448755.6,5042.197752,89
1994,3,60,1.0,41445.0,404364.0,5251.480519,77
1994,3,61,14.6,56000.0,619155.7,7199.484883,86
1994,3,62,14.6,26741.0,291540.1,5606.540384,52
1994,3,63,14.6,22349.0,243385.5,5070.53125,48
1994,3,64,8.2,48558.0,844604.6,5630.697333,150
1994,3,65,14.6,28258.0,200881.3,6696.043333,30
1994,3,66,14.6,52300.0,680704.5,8103.625,84
1994,3,67,14.6,38686.0,453623.8,6574.257971,69
1994,3,68,8.0,59500.0,987072.5,7204.908759,137
1994,3,69,14.6,49200.0,460112.9,6390.456944,72
1994,3,7,14.6,57700.0,511520.5,6394.00625,80
1994,3,70,6.0,46700.0,1217530.2,5689.393457,214
1994,3,71,14.6,28584.0,202961.2,3499.331034,58
1994,3,72,4.0,47049.0,790688.1,5900.657462,134
1994,3,73,5.0,22962.0,372093.4,4001.004301,93
1994,3,74,4.9,62500.0,1474508.0,6988.189573,211
1994,3,75,12.0,38109.0,385476.6,4482.286046,86
1994,3,76,10.2,53800.0,616148.2,7001.68409,88
1994,3,77,14.6,49681.0,383334.7,5808.101515,66
1994,3,8,14.6,22439.0,271130.7,4674.667241,58
1994,3,9,14.6,43890.0,206140.0,3817.407407,54
1994,4,1,2.0,49960.0,4458970.8,5320.967541,838
1994,4,10,14.6,42350.0,408297.8,4124.220202,99
1994,4,11,14.6,49765.0,751413.5,8257.291208,91
1994,4,12,14.6,30818.0,332145.9,5445.014754,61
1994,4,13,14.6,38779.0,377947.1,6299.118333,60
1994,4,14,14.6,49146.0,204694.7,4873.683333,42
1994,4,15,14.6,46312.0,336148.4,4871.715942,69
1994,4,16,14.6,40569.0,381396.9,5297.179166,72
1994,4,17,14.6,33092.0,207806.0,5068.439024,41
1994,4,18,14.6,30568.0,212124.9,6842.738709,31
1994,4,19,7.0,47395.0,454872.1,6892.001515,66
1994,4,2,10.0,35929.0,214312.8,4121.4,52
1994,4,20,14.6,48816.0,402650.0,6494.354838,62
1994,4,21,14.6,40201.0,335894.3,4198.67875,80
1994,4,22,14.6,23589.0,167987.7,4540.208108,37
1994,4,23,14.6,37346.0,347356.0,4453.282051,78
1994,4,24,4.1,38607.0,492200.5,4971.722222,99
1994,4,25,14.6,35100.0,191608.0,6180.903225,31
1994,4,26,14.6,24423.0,148166.9,3367.429545,44
1994,4,27,14.6,49590.0,380400.5,7925.010416,48
1994,4,28,14.6,41885.0,606632.6,8197.737837,74
1994,4,29,14.6,46101.0,636510.1,8601.487837,74
1994,4,3,14.6,19776.0,124377.9,4288.893103,29
1994,4,30,14.6,60700.0,437450.1,5146.471764,85
1994,4,31,14.6,37435.0,428983.9,5168.480722,83
1994,4,32,14.6,20213.0,198682.5,3612.40909,55
1994,4,33,14.6,46300.0,483947.0,6452.626666,75
1994,4,34,14.6,23347.0,113502.7,3661.377419,31
1994,4,35,14.6,43543.0,329651.8,5587.318644,59
1994,4,36,14.6,40780.0,402791.1,5299.882894,76
1994,4,37,14.6,34409.0,165617.0,4731.914285,35
1994,4,38,14.6,48146.0,700465.5,8240.770588,85
1994,4,39,14.6,22799.0,175915.8,3518.316,50
1994,4,4,14.6,43743.0,365206.1,4935.217567,74
1994,4,40,14.6,41022.0,485916.5,6150.841772,79
1994,4,41,6.5,45549.0,507093.1,5634.367777,90
1994,4,42,14.6,15521.0,104882.2,2689.287179,39
1994,4,43,14.6,41000.0,341185.7,4805.432394,71
1994,4,44,14.6,49264.0,494821.0,6034.402439,82
1994,4,45,9.0,35257.0,284033.7,4176.966176,68
1994,4,46,14.6,23621.0,168535.1,4681.530555,36
1994,4,47,12.6,49530.0,436692.9,4746.661956,92
1994,4,48,14.6,44713.0,397158.5,4964.48125,80
1994,4,49,14.6,62200.0,293374.4,7522.420512,39
1994,4,5,14.6,43272.0,518956.3,5830.969662,89
1994,4,50,14.6,35312.0,374231.0,4860.142857,77
1994,4,51,0.2,23638.0,272065.9,4690.791379,58
1994,4,52,11.3,36430.0,570286.4,7218.815189,79
1994,4,53,14.6,23625.0,201504.0,3801.962264,53
1994,4,54,4.0,46632.0,831807.5,5298.136942,157
1994,4,55,2.0,47537.0,602364.6,6477.038709,93
1994,4,56,14.6,47749.0,460173.2,6868.256716,67
1994,4,57,14.6,47983.0,299106.1,6797.865909,44
1994,4,58,14.6,29237.0,198755.6,7098.414285,28
1994,4,59,14.6,24419.0,336476.5,4053.933734,83
1994,4,6,14.6,59000.0,601988.9,6615.262637,91
1994,4,60,1.0,47650.0,520126.8,6191.985714,84
1994,4,61,14.6,47319.0,579271.8,6508.67191,89
1994,4,62,14.6,20521.0,230985.0,4358.207547,53
1994,4,63,14.6,22349.0,250467.9,4911.135294,51
1994,4,64,14.6,46968.0,993597.1,6536.823026,152
1994,4,65,14.6,42958.0,345629.9,8640.7475,40
1994,4,66,14.6,47600.0,810272.0,8184.565656,99
1994,4,67,14.6,34200.0,424831.4,6156.976811,69
1994,4,68,1.0,44636.0,972446.1,6440.040397,151
1994,4,69,14.6,49200.0,438132.4,6349.744927,69
1994,4,7,14.6,48404.0,745740.0,7609.591836,98
1994,4,70,14.6,49848.0,1318013.1,6158.939719,214
1994,4,71,14.6,38505.0,335264.6,5238.509375,64
1994,4,72,4.0,55500.0,1015378.0,7002.606896,145
1994,4,73,2.5,22962.0,338358.2,3677.806521,92
1994,4,74,6.8,53200.0,1498824.4,6573.791228,228
1994,4,75,12.0,43369.0,551754.1,5517.541,100
1994,4,76,4.0,45308.0,550188.9,5557.463636,99
1994,4,77,14.6,49681.0,297309.1,4719.192063,63
1994,4,8,14.6,31181.0,286356.7,5206.485454,55
1994,4,9,14.6,38000.0,231135.1,4361.039622,53
1994,5,1,2.0,64600.0,5638174.9,6049.543884,932
1994,5,10,2.2,30203.0,594998.9,5129.300862,116
1994,5,11,14.6,63700.0,843957.7,8791.226041,96
1994,5,12,14.6,35084.0,316016.9,4861.798461,65
1994,5,13,14.6,24381.0,319328.2,5322.136666,60
1994,5,14,14.6,29255.0,194680.2,3673.21132,53
1994,5,15,14.6,46312.0,322868.3,4484.281944,72
1994,5,16,14.6,43567.0,467388.4,6773.744927,69
1994,5,17,14.6,24266.0,222838.0,5064.5,44
1994,5,18,13.5,63200.0,387531.3,10473.818918,37
1994,5,19,7.0,22360.0,351319.7,5404.918461,65
1994,5,2,10.0,43699.0,306953.2,5115.886666,60
1994,5,20,14.6,48816.0,336125.2,5795.262068,58
1994,5,21,14.6,44800.0,523565.9,5949.6125,88
1994,5,22,14.6,23589.0,184753.3,4296.588372,43
1994,5,23,14.6,48000.0,599954.3,6976.21279,86
1994,5,24,14.6,43618.0,514914.0,5536.709677,93
1994,5,25,14.6,22906.0,163469.3,5448.976666,30
1994,5,26,14.6,30302.0,182940.3,3733.47551,49
1994,5,27,14.6,57600.0,399737.6,8327.866666,48
1994,5,28,14.6,49827.0,691481.4,8752.929113,79
1994,5,29,14.6,49271.0,622438.2,7499.255421,83
1994,5,3,14.6,19776.0,117665.9,3677.059375,32
1994,5,30,14.6,41749.0,406991.0,4678.057471,87
1994,5,31,14.6,37435.0,418926.9,4815.251724,87
1994,5,32,14.6,20213.0,239252.9,3467.433333,69
1994,5,33,14.6,46096.0,430735.5,5384.19375,80
1994,5,34,0.4,23347.0,152027.7,4000.728947,38
1994,5,35,14.6,21623.0,283706.7,4364.718461,65
1994,5,36,14.6,34100.0,372622.2,4716.736708,79
1994,5,37,14.5,34409.0,213831.4,5215.4,41
1994,5,38,11.8,62900.0,652708.5,6728.953608,97
1994,5,39,14.6,22799.0,196454.6,3706.690566,53
1994,5,4,14.6,61300.0,575752.1,6617.840229,87
1994,5,40,14.6,41022.0,447467.5,5456.920731,82
1994,5,41,14.6,46302.0,576678.2,5884.471428,98
1994,5,42,6.2,15521.0,111876.5,2542.647727,44
1994,5,43,14.6,33400.0,376440.8,4953.168421,76
1994,5,44,14.6,44749.0,542222.2,6161.615909,88
1994,5,45,9.0,35257.0,298762.4,4329.889855,69
1994,5,46,14.6,44492.0,241342.7,6351.123684,38
1994,5,47,14.6,49752.0,641057.8,6475.331313,99
1994,5,48,8.4,44713.0,536161.4,5827.841304,92
1994,5,49,14.6,47831.0,296684.4,6742.827272,44
1994,5,5,14.6,49560.0,646472.0,6216.076923,104
1994,5,50,14.6,35312.0,380542.3,4878.747435,78
1994,5,51,0.8,23638.0,256880.9,4281.348333,60
1994,5,52,14.6,38475.0,842824.6,9161.136956,92
1994,5,53,3.1,46773.0,312640.5,5484.921052,57
1994,5,54,4.0,43697.0,827807.7,4898.270414,169
1994,5,55,2.0,58200.0,870630.9,7704.69823,113
1994,5,56,14.6,32100.0,488070.5,6025.561728,81
1994,5,57,14.6,47983.0,363797.2,6496.378571,56
1994,5,58,14.6,55000.0,343713.4,10741.04375,32
1994,5,59,14.6,24419.0,391574.2,4256.241304,92
1994,5,6,14.6,48043.0,501490.9,5764.263218,87
1994,5,60,1.0,41445.0,539227.2,6913.16923,78
1994,5,61,14.6,44618.0,578563.8,6500.716853,89
1994,5,62,5.4,48900.0,632264.3,8905.130985,71
1994,5,63,14.6,22349.0,294824.3,5172.35614,57
1994,5,64,11.2,59800.0,1004300.1,6396.815923,157
1994,5,65,14.6,30828.0,311005.3,8405.548648,37
1994,5,66,14.6,47324.0,793062.0,7343.166666,108
1994,5,67,14.6,39000.0,494085.0,6099.814814,81
1994,5,68,8.0,44221.0,856653.9,5749.355033,149
1994,5,69,14.6,64000.0,566616.8,7082.71,80
1994,5,7,14.6,43493.0,529461.2,6618.265,80
1994,5,70,1.6,49407.0,1123678.1,5275.484037,213
1994,5,71,14.6,37133.0,276486.7,4320.104687,64
1994,5,72,4.0,54200.0,746011.6,5040.618918,148
1994,5,73,5.0,43775.0,389835.2,3859.754455,101
1994,5,74,9.0,52700.0,1823335.1,7322.630923,249
1994,5,75,12.0,50900.0,817866.6,7435.150909,110
1994,5,76,14.6,29285.0,411264.1,4071.921782,101
1994,5,77,14.6,49681.0,368170.8,5259.582857,70
1994,5,8,6.5,50500.0,432910.7,6097.333802,71
1994,5,9,14.6,26458.0,203264.5,3835.179245,53
1994,6,1,2.0,74770.0,8122087.2,7839.852509,1036
1994,6,10,14.6,45518.0,840764.0,6726.112,125
1994,6,11,14.6,74648.0,1277160.6,11825.561111,108
1994,6,12,14.6,46227.0,407744.4,6177.945454,66
1994,6,13,14.6,46720.0,544786.3,8131.138805,67
1994,6,14,14.6,56686.0,385807.0,6324.704918,61
1994,6,15,0.6,69468.0,536502.8,6463.889156,83
1994,6,16,14.6,60854.0,577296.7,6872.579761,84
1994,6,17,14.6,40500.0,484226.3,9136.345283,53
1994,6,18,14.6,37587.0,339491.6,8280.282926,41
1994,6,19,7.0,59400.0,530000.0,6794.871794,78
1994,6,2,10.0,53894.0,339937.2,5229.803076,65
1994,6,20,14.6,73224.0,594818.6,7826.560526,76
1994,6,21,14.6,52200.0,659344.8,6868.175,96
1994,6,22,14.6,36513.0,302387.9,5705.432075,53
1994,6,23,14.6,56019.0,830445.8,8561.296907,97
1994,6,24,14.6,45573.0,847289.2,7498.134513,113
1994,6,25,14.6,19665.0,134849.3,4349.977419,31
1994,6,26,14.6,36634.5,224669.0,4320.557692,52
1994,6,27,14.6,74385.0,650872.1,11418.808771,57
1994,6,28,14.6,49557.0,909034.2,10329.93409,88
1994,6,29,14.6,69152.0,931270.5,9406.772727,99
1994,6,3,14.6,37889.0,260321.2,7035.708108,37
1994,6,30,14.6,62900.0,630874.1,6246.278217,101
1994,6,31,14.6,56152.0,874861.4,8176.274766,107
1994,6,32,14.6,43016.0,457550.0,6354.861111,72
1994,6,33,0.8,69144.0,668876.1,7192.216129,93
1994,6,34,1.2,35020.0,164661.4,4016.131707,41
1994,6,35,14.6,46720.0,453353.5,6666.963235,68
1994,6,36,14.6,40100.0,664585.5,7552.107954,88
1994,6,37,14.6,51614.0,370082.0,8224.044444,45
1994,6,38,14.6,64500.0,900834.5,9008.345,100
1994,6,39,14.6,34198.0,280323.4,4833.162068,58
1994,6,4,14.6,65614.0,523044.6,6153.465882,85
1994,6,40,14.6,61533.0,571611.7,7328.355128,78
1994,6,41,14.6,44960.0,773344.7,6967.069369,111
1994,6,42,5.7,32629.0,241823.8,4169.375862,58
1994,6,43,7.7,70200.0,645773.2,7687.77619,84
1994,6,44,14.6,67124.0,847891.0,8741.144329,97
1994,6,45,9.0,52886.0,462222.8,6331.819178,73
1994,6,46,14.6,35431.5,269204.1,5852.263043,46
1994,6,47,14.6,74628.0,760019.0,6666.833333,114
1994,6,48,6.4,67070.0,922785.3,8872.935576,104
1994,6,49,14.6,71746.0,696120.6,12891.122222,54
1994,6,5,14.6,45474.0,914066.9,7681.234453,119
1994,6,50,14.6,52968.0,619025.4,7115.234482,87
1994,6,51,14.6,35457.0,413332.3,6078.416176,68
1994,6,52,0.4,54645.0,1089330.7,10474.333653,104
1994,6,53,14.6,70160.0,493425.5,7591.161538,65
1994,6,54,4.0,51724.0,1110328.2,6344.732571,175
1994,6,55,2.0,64900.0,1143212.0,8793.938461,130
1994,6,56,10.0,45561.0,681811.2,7575.68,90
1994,6,57,14.6,71974.0,521976.2,8556.986885,61
1994,6,58,11.1,37440.0,316349.6,7908.74,40
1994,6,59,1.3,45760.0,601587.4,5956.310891,101
1994,6,6,14.6,49695.0,755174.8,7866.404166,96
1994,6,60,1.0,62168.0,552833.7,6660.646987,83
1994,6,61,14.6,57680.0,681120.7,6743.769306,101
1994,6,62,14.6,31780.0,450111.7,7144.630158,63
1994,6,63,14.6,42240.0,443833.9,6828.213846,65
1994,6,64,14.6,72600.0,1099729.3,6746.805521,163
1994,6,65,0.2,56400.0,442161.9,10784.436585,41
1994,6,66,14.6,66165.0,1193769.1,9627.170161,124
1994,6,67,14.6,47768.0,738172.6,8388.325,88
1994,6,68,8.0,66332.0,1448506.7,8832.357926,164
1994,6,69,14.6,73800.0,1067096.4,10888.738775,98
1994,6,7,14.6,65240.0,633523.4,6739.610638,94
1994,6,70,13.4,60729.0,1897318.2,7269.41839,261
1994,6,71,14.6,45056.0,461155.6,6882.919402,67
1994,6,72,4.0,59800.0,1251261.6,7360.362352,170
1994,6,73,5.0,34443.0,545410.5,4784.302631,114
1994,6,74,1.2,60236.0,2205190.2,8107.316911,272
1994,6,75,12.0,58653.0,744185.4,6527.942105,114
1994,6,76,14.6,47008.0,599431.9,4873.430081,123
1994,6,77,14.6,74522.0,603668.3,7739.337179,78
1994,6,8,14.6,47100.0,693836.2,7227.460416,96
1994,6,9,14.6,44914.0,353481.6,6094.510344,58
1994,7,1,0.6,58400.0,6026260.4,6087.131717,990
1994,7,10,14.6,42200.0,569393.1,5038.876991,113
1994,7,11,14.6,49765.0,842222.8,8338.839603,101
1994,7,12,14.6,34751.0,388793.5,5890.810606,66
1994,7,13,14.6,33708.0,423215.6,6133.55942,69
1994,7,14,14.6,37791.0,244229.8,4440.541818,55
1994,7,15,7.9,46312.0,327830.3,4371.070666,75
1994,7,16,14.6,40569.0,432476.7,5766.356,75
1994,7,17,14.6,31600.0,285385.7,5707.714,50
1994,7,18,14.6,29000.0,218074.5,5893.905405,37
1994,7,19,7.0,45452.0,586033.8,7919.375675,74
1994,7,2,5.0,35929.0,281040.9,4391.264062,64
1994,7,20,14.6,48816.0,396161.9,5741.476811,69
1994,7,21,14.6,23268.0,319158.4,3754.804705,85
1994,7,22,14.6,24342.0,252672.7,4594.04909,55
1994,7,23,14.6,37847.0,461874.2,5498.50238,84
1994,7,24,14.6,37300.0,527090.4,5218.716831,101
1994,7,25,2.2,47457.0,207650.4,6489.075,32
1994,7,26,2.2,29055.0,199278.1,3907.413725,51
1994,7,27,14.6,49590.0,368350.7,7517.361224,49
1994,7,28,14.6,26257.0,494737.6,6107.871604,81
1994,7,29,14.6,54600.0,932340.3,9711.878125,96
1994,7,3,14.6,30092.0,192674.9,5666.908823,34
1994,7,30,14.6,41730.0,381406.1,4334.160227,88
1994,7,31,14.6,37435.0,433380.2,4924.775,88
1994,7,32,14.6,32900.0,342928.9,5118.341791,67
1994,7,33,1.5,46096.0,427055.2,5145.243373,83
1994,7,34,2.7,43065.0,177411.9,4435.2975,40
1994,7,35,14.6,21623.0,264254.7,4194.519047,63
1994,7,36,14.6,61100.0,516873.3,6080.862352,85
1994,7,37,14.6,34409.0,246502.1,6162.5525,40
1994,7,38,14.6,48802.0,620071.6,6527.069473,95
1994,7,39,11.6,22799.0,193602.4,3652.875471,53
1994,7,4,14.6,43743.0,336862.2,4264.078481,79
1994,7,40,14.6,41022.0,509404.9,6367.56125,80
1994,7,41,14.6,53400.0,632941.3,6393.346464,99
1994,7,42,14.6,16700.0,141770.2,2487.196491,57
1994,7,43,14.6,34562.0,418163.0,4978.130952,84
1994,7,44,14.6,44749.0,498609.9,5419.672826,92
1994,7,45,9.0,35257.0,308658.3,4286.920833,72
1994,7,46,14.6,48442.0,260327.2,6054.12093,43
1994,7,47,14.6,51800.0,625763.3,6451.168041,97
1994,7,48,14.6,44713.0,606980.3,6193.67653,98
1994,7,49,14.6,47831.0,369816.0,7251.294117,51
1994,7,5,14.6,42055.0,696932.6,6574.835849,106
1994,7,50,14.6,35312.0,439479.2,5110.223255,86
1994,7,51,14.6,23638.0,269594.8,4569.403389,59
1994,7,52,14.6,42994.0,805250.9,8052.509,100
1994,7,53,14.6,46773.0,278003.4,4412.75238,63
1994,7,54,4.0,49648.0,906466.0,5395.630952,168
1994,7,55,2.0,42189.0,597028.6,5378.636036,111
1994,7,56,10.0,24800.0,409163.8,4649.588636,88
1994,7,57,14.6,47983.0,339247.2,6523.984615,52
1994,7,58,14.6,49746.0,274195.7,6854.8925,40
1994,7,59,10.3,24419.0,356891.2,4010.013483,89
1994,7,6,14.6,47036.0,508903.3,5531.557608,92
1994,7,60,1.0,46917.0,409384.6,4992.495121,82
1994,7,61,14.6,38717.0,475913.3,5470.267816,87
1994,7,62,14.6,45926.0,313510.2,4750.154545,66
1994,7,63,14.6,22349.0,247236.9,4495.216363,55
1994,7,64,14.6,47380.0,850727.9,5748.161486,148
1994,7,65,14.6,36500.0,242393.6,5912.039024,41
1994,7,66,14.6,44110.0,712018.5,6592.763888,108
1994,7,67,14.6,33900.0,378252.9,4669.788888,81
1994,7,68,8.0,59300.0,1181802.4,7527.403821,157
1994,7,69,14.6,49200.0,504692.2,6080.628915,83
1994,7,7,14.6,64200.0,578798.0,6809.388235,85
1994,7,70,1.8,52100.0,1402224.3,5842.60125,240
1994,7,71,14.6,38216.0,346002.9,5323.121538,65
1994,7,72,4.0,43143.0,1013980.9,6071.741916,167
1994,7,73,5.0,22962.0,336793.5,3334.589108,101
1994,7,74,3.0,57900.0,1689793.4,6499.205384,260
1994,7,75,12.0,64300.0,689326.0,6210.144144,111
1994,7,76,14.6,44622.0,556825.3,4640.210833,120
1994,7,77,14.6,49681.0,443319.8,5910.930666,75
1994,7,8,14.6,56000.0,676878.8,7438.228571,91
1994,7,9,14.6,31700.0,253746.9,4159.785245,61
1994,8,1,0.0,61000.0,5601606.5,5635.419014,994
1994,8,10,14.6,43377.0,562814.4,4769.613559,118
1994,8,11,14.6,49765.0,749635.3,7649.339795,98
1994,8,12,14.6,36229.0,383147.4,5634.520588,68
1994,8,13,14.6,47710.0,409883.8,6027.702941,68
1994,8,14,14.6,37791.0,273531.6,4411.8,62
1994,8,15,10.3,46312.0,282417.0,3816.445945,74
1994,8,16,14.6,46386.0,497933.5,5999.198795,83
1994,8,17,14.6,24266.0,313771.5,5704.936363,55
1994,8,18,14.6,44749.0,265990.0,6820.25641,39
1994,8,19,7.0,64600.0,541740.1,6526.989156,83
1994,8,2,10.0,38750.0,295888.1,4623.251562,64
1994,8,20,1.5,48816.0,383393.8,5477.054285,70
1994,8,21,14.6,44018.0,365703.6,4063.373333,90
1994,8,22,14.6,24946.0,294143.9,5882.878,50
1994,8,23,14.6,37346.0,456637.8,5436.164285,84
1994,8,24,1.6,57700.0,607167.1,5570.340366,109
1994,8,25,14.6,24809.0,151162.2,4445.947058,34
1994,8,26,14.6,24423.0,210936.4,3457.97377,61
1994,8,27,14.6,49590.0,349719.7,7285.827083,48
1994,8,28,14.6,31234.0,462758.0,5857.696202,79
1994,8,29,14.6,49907.0,857112.8,9523.475555,90
1994,8,3,14.6,57600.0,332189.4,8978.091891,37
1994,8,30,14.6,64700.0,506810.8,5391.604255,94
1994,8,31,14.6,37435.0,537155.3,5595.367708,96
1994,8,32,14.6,45082.0,474242.9,6323.238666,75
1994,8,33,1.8,46096.0,498785.5,5668.017045,88
1994,8,34,14.6,23347.0,144348.1,3901.3,37
1994,8,35,14.6,40335.0,473229.2,6309.722666,75
1994,8,36,14.6,41628.0,452240.1,6029.868,75
1994,8,37,14.6,34409.0,233111.0,5550.261904,42
1994,8,38,14.6,46900.0,815823.0,7769.742857,105
1994,8,39,14.6,22799.0,193953.9,3659.507547,53
1994,8,4,14.6,43743.0,352382.3,4350.398765,81
1994,8,40,14.6,43410.0,526605.4,6344.643373,83
1994,8,41,14.6,25609.0,429258.9,4566.584042,94
1994,8,42,14.6,15521.0,128804.4,2146.74,60
1994,8,43,14.6,39105.0,446829.4,5195.690697,86
1994,8,44,14.6,44749.0,398698.4,4983.73,80
1994,8,45,9.0,35257.0,316493.6,4276.94054,74
1994,8,46,14.6,24597.0,233957.6,5317.218181,44
1994,8,47,14.6,49752.0,559605.8,5486.331372,102
1994,8,48,14.6,44713.0,521993.4,5612.832258,93
1994,8,49,14.6,47831.0,396546.3,8092.781632,49
1994,8,5,14.6,34900.0,543733.8,4943.034545,110
1994,8,50,2.1,35312.0,480738.3,5060.403157,95
1994,8,51,14.6,28324.0,329991.5,5322.443548,62
1994,8,52,14.6,44490.0,966177.3,9201.688571,105
1994,8,53,14.6,46773.0,290153.8,4605.615873,63
1994,8,54,4.0,39246.0,986404.6,5303.250537,186
1994,8,55,2.0,34466.0,514889.3,4638.642342,111
1994,8,56,10.0,48476.0,439379.0,5109.058139,86
1994,8,57,14.6,47983.0,412443.3,6874.055,60
1994,8,58,14.6,44800.0,375062.7,8930.064285,42
1994,8,59,14.6,24419.0,378157.0,4022.946808,94
1994,8,6,14.6,44203.0,448324.4,4981.382222,90
1994,8,60,1.0,49400.0,495388.1,5897.47738,84
1994,8,61,14.6,39700.0,748938.5,7801.442708,96
1994,8,62,14.1,24806.0,284922.2,4595.519354,62
1994,8,63,14.6,22349.0,260434.7,4569.029824,57
1994,8,64,14.6,59900.0,1043857.9,6250.646107,167
1994,8,65,14.6,57200.0,627810.8,11845.486792,53
1994,8,66,14.6,49725.0,656019.5,6188.863207,106
1994,8,67,14.6,36574.0,427856.6,5556.57922,77
1994,8,68,1.8,50100.0,1352614.7,8401.33354,161
1994,8,69,14.6,49852.0,487480.2,5803.335714,84
1994,8,7,14.6,47236.0,449872.6,5486.251219,82
1994,8,70,3.6,47979.0,1414454.2,5503.71284,257
1994,8,71,4.1,40067.0,481342.9,6685.318055,72
1994,8,72,4.0,50200.0,859244.8,5370.28,160
1994,8,73,5.0,22962.0,341005.2,3100.047272,110
1994,8,74,1.9,56100.0,1690141.8,6550.937209,258
1994,8,75,12.0,49507.0,601047.6,5464.06909,110
1994,8,76,14.6,48639.0,626846.1,4935.796062,127
1994,8,77,14.6,49681.0,321453.0,4527.507042,71
1994,8,8,14.6,59800.0,662892.4,7052.046808,94
1994,8,9,14.6,48262.0,276851.1,4325.798437,64
1994,9,1,2.0,57800.0,6089312.9,5849.484053,1041
1994,9,10,14.6,64400.0,639687.7,5158.771774,124
1994,9,11,14.6,49765.0,712031.9,7495.072631,95
1994,9,12,14.6,44924.0,321671.6,4873.812121,66
1994,9,13,14.6,47710.0,455935.9,6245.69726,73
1994,9,14,14.6,37791.0,391016.5,5924.492424,66
1994,9,15,10.8,46312.0,369135.2,4732.502564,78
1994,9,16,14.6,40569.0,434129.8,5788.397333,75
1994,9,17,14.1,41532.0,319881.0,5515.189655,58
1994,9,18,14.6,58600.0,420967.3,9354.828888,45
1994,9,19,7.0,60100.0,549093.9,6239.703409,88
1994,9,2,10.0,35929.0,272464.9,4006.836764,68
1994,9,20,14.6,48816.0,408011.6,5440.154666,75
1994,9,21,14.6,47289.0,377003.0,4188.922222,90
1994,9,22,14.6,24342.0,268709.7,5483.871428,49
1994,9,23,14.6,40900.0,491780.5,5997.32317,82
1994,9,24,14.6,40036.0,503729.6,4843.553846,104
1994,9,25,14.6,48300.0,220147.4,5369.44878,41
1994,9,26,14.6,41926.0,379087.8,5658.026865,67
1994,9,27,14.6,49590.0,401530.2,8365.2125,48
1994,9,28,14.6,31000.0,513926.0,6267.390243,82
1994,9,29,14.6,57700.0,851878.5,9361.302197,91
1994,9,3,14.6,63400.0,702913.6,13782.619607,51
1994,9,30,14.6,51400.0,623279.4,6110.582352,102
1994,9,31,0.4,40764.0,592280.2,6169.585416,96
1994,9,32,14.6,49441.0,389928.2,5269.3,74
1994,9,33,14.6,46096.0,411908.2,4680.775,88
1994,9,34,14.6,23347.0,128917.2,3484.248648,37
1994,9,35,14.6,49741.0,431061.8,6158.025714,70
1994,9,36,14.6,24696.0,397283.0,4966.0375,80
1994,9,37,14.6,34409.0,239537.1,5444.025,44
1994,9,38,14.6,46460.0,670196.9,6382.827619,105
1994,9,39,14.6,22799.0,189611.9,3326.524561,57
